date_time,close,vol,spy,return,Beta,WR,RSI,OBV
1/27/21 9:30,20.14,4829587,379.22,,,,,4829587.0
1/27/21 9:31,20.53,1280985,379.01,0.019364448857994043,,,,6110572.0
1/27/21 9:32,20.7013,1271341,378.09,0.008343886994641947,,,,7381913.0
1/27/21 9:33,20.6731,1111403,378.22,-0.001362233289696646,,,,6270510.0
1/27/21 9:34,21.1,1794226,378.25,0.020650023460438982,,,,8064736.0
1/27/21 9:35,21.4588,1795063,377.52,0.017004739336492936,,,,9859799.0
1/27/21 9:36,21.4725,1455153,377.58,0.0006384327175796845,,,,11314952.0
1/27/21 9:37,22.44,2693695,377.76,0.04505763185469802,,,,14008647.0
1/27/21 9:38,22.8101,3571821,377.505,0.016492869875222693,,,,17580468.0
1/27/21 9:39,23.39,2621731,377.88,0.02542294860609995,,,,20202199.0
1/27/21 9:40,22.06,2037480,377.54,-0.05686190679777692,,,,18164719.0
1/27/21 9:41,21.07,2308124,377.39,-0.044877606527651825,,,,15856595.0
1/27/21 9:42,22.215,2133521,377.26,0.05434266729947801,,,,17990116.0
1/27/21 9:43,22.4799,1581809,376.84,0.01192437542201219,,-36.153846153846175,,19571925.0
1/27/21 9:44,22.2237,1289404,376.4,-0.011396847850746683,,-31.821678321678327,64.28659581762085,18282521.0
1/27/21 9:45,22.29,985047,376.57,0.002983301610442801,,-42.92760131031691,62.62771208816438,19267568.0
1/27/21 9:46,22.46,1383836,377.13,0.007626738447734427,,-40.4873201074755,62.62073914603517,20651404.0
1/27/21 9:47,22.3857,1072718,376.71,-0.0033081032947462896,,-40.08620689655171,62.20913653473251,19578686.0
1/27/21 9:48,22.42,864626,376.78,0.0015322281635152812,,-43.2887931034483,59.968282736746715,20443312.0
1/27/21 9:49,22.5534,782328,376.19,0.005950044603032945,,-41.81034482758616,58.55744574394895,21225640.0
1/27/21 9:50,22.0,2149172,375.82,-0.024537320315340505,,-36.060344827586235,53.80300780067192,19076468.0
1/27/21 9:51,21.5186,1550510,376.27,-0.021881818181818224,,-59.9137931034483,42.85647832289275,17525958.0
1/27/21 9:52,21.4324,1206173,375.96,-0.004005836810944907,,-80.66379310344833,38.826983277375014,16319785.0
1/27/21 9:53,21.12,1015477,375.84,-0.014576062410182722,,-75.56963731967096,30.75553596256232,15304308.0
1/27/21 9:54,20.955,1899200,376.56,-0.007812500000000111,,-89.67717717717701,38.326149425287355,13405108.0
1/27/21 9:55,21.46,1098248,376.835,0.024099260319732974,,-100.0,54.59061161071613,14503356.0
1/27/21 9:56,21.2186,855590,377.45,-0.011248835041938632,,-68.40590590590577,35.10256563602657,13647766.0
1/27/21 9:57,21.13,681774,377.8,-0.004175581800872852,,-83.5085085085085,28.6940875658954,12965992.0
1/27/21 9:58,21.33,696480,377.67,0.009465215333648747,,-89.05155155155153,35.63968248867177,13662472.0
1/27/21 9:59,21.01,864937,377.5,-0.015002344116267996,,-76.53903903903905,30.98294407796999,12797535.0
1/27/21 10:00,20.89,833122,377.69,-0.0057115659209900915,,-92.78586028616081,26.3226156723171,11964413.0
1/27/21 10:01,20.4,1186338,377.98,-0.023456199138343847,,-77.24528652363696,23.389885020503357,10778075.0
1/27/21 10:02,20.418,752422,378.19,0.0008823529411765563,,-100.0,23.05373102185851,11530497.0
1/27/21 10:03,20.83,825793,378.29,0.020178274071897206,,-98.87499999999996,28.421896128612218,12356290.0
1/27/21 10:04,21.0744,1009312,378.45,0.011733077292366945,,-61.559091721795156,37.43893171208342,13365602.0
1/27/21 10:05,21.03,671562,378.51,-0.002106821546520865,,-36.377358490565975,42.47705856993291,12694040.0
1/27/21 10:06,20.9869,822732,378.62,-0.0020494531621494394,,-40.566037735848944,43.048403707518005,11871308.0
1/27/21 10:07,20.9212,546136,378.772,-0.0031305242794313903,,-44.632075471698236,46.639166892074634,11325172.0
1/27/21 10:08,20.95,541903,378.82,0.0013765940768215579,,-50.83018867924536,49.911391507762126,11867075.0
1/27/21 10:09,20.87,571948,378.73,-0.0038186157517898778,,-40.86021505376335,37.689868135536656,11295127.0
1/27/21 10:10,20.79,665015,378.66,-0.003833253473886078,,-49.46236559139757,40.41163310961971,10630112.0
1/27/21 10:11,20.63,488031,378.74,-0.007696007696007756,,-58.064516129032185,39.160596600763114,10142081.0
1/27/21 10:12,20.35,947173,378.71,-0.013572467280659084,,-61.34732192159058,29.466979550787883,9194908.0
1/27/21 10:13,20.0199,1740560,378.63,-0.016221130221130253,,-68.69606448553805,29.342791571041133,7454348.0
1/27/21 10:14,19.96,765568,378.45,-0.0029920229371774854,,-94.62491026561388,30.097586029789454,6688780.0
1/27/21 10:15,20.2504,1005904,378.05,0.014549098196392718,,-100.0,46.49943841257957,7694684.0
1/27/21 10:16,20.245,605231,378.28,-0.0002666613992808875,,-73.94113424264194,45.927878730816346,7089453.0
1/27/21 10:17,20.3839,464053,378.03,0.006860953321807806,,-74.42569992821248,37.95040786559349,7553506.0
1/27/21 10:18,20.64,501898,378.33,0.012563837145982859,,-60.383177570093494,38.34013313291817,8055404.0
1/27/21 10:19,20.8595,954306,378.56,0.010634689922480511,,-33.78128347453489,45.81677216742723,9009710.0
1/27/21 10:20,20.8,595002,379.15,-0.002852417363791049,,-9.141414141414025,45.451005208586906,8414708.0
1/27/21 10:21,20.775,451094,379.38,-0.0012019230769231282,,-15.151515151515033,46.36968613428684,7963614.0
1/27/21 10:22,20.7701,568758,379.34,-0.00023586040914558293,,-10.439560439560704,45.479217972558665,7394856.0
