date_time,close,vol,spy,return,Beta,WR,RSI,OBV
1/27/21 9:30,42.0,1461794,379.22,,,,,1461794.0
1/27/21 9:31,42.0,525356,379.01,0.0,,,,1987150.0
1/27/21 9:32,42.85,427127,378.09,0.020238095238095166,,,,2414277.0
1/27/21 9:33,45.36,810503,378.22,0.05857642940490071,,,,3224780.0
1/27/21 9:34,48.04,1043015,378.25,0.05908289241622566,,,,4267795.0
1/27/21 9:35,49.9,841217,377.52,0.03871773522064936,,,,5109012.0
1/27/21 9:36,50.54,824314,377.58,0.012825651302605268,,,,5933326.0
1/27/21 9:37,50.54,824314,377.76,0.0,,,,6757640.0
1/27/21 9:38,50.54,824314,377.505,0.0,,,,7581954.0
1/27/21 9:39,50.54,824314,377.88,0.0,,,,8406268.0
1/27/21 9:40,50.54,824314,377.54,0.0,,,,9230582.0
1/27/21 9:41,53.9,890366,377.39,0.06648199445983383,,,,10120948.0
1/27/21 9:42,51.01,1265194,377.26,-0.05361781076066796,,,,8855754.0
1/27/21 9:43,48.6,876394,376.84,-0.04724563811017446,,-24.285714285714295,,7979360.0
1/27/21 9:44,49.6282,358262,376.4,0.02115637860082309,,-44.537815126050404,70.92417243611547,8337622.0
1/27/21 9:45,49.7501,618507,376.57,0.002456264784940876,,-38.65882352941177,71.11732361131548,8956129.0
1/27/21 9:46,49.38,374931,377.13,-0.007439181026771768,,-48.59367681498824,68.2706405076608,8581198.0
1/27/21 9:47,48.2099,438183,376.71,-0.02369582827055494,,-77.13310580204772,58.62023072781497,8143015.0
1/27/21 9:48,48.49,236380,376.78,0.005810009977204045,,-100.0,51.592311611843975,8379395.0
1/27/21 9:49,50.2275,414457,376.19,0.035832130336151735,,-95.07741515966319,51.16898321661349,8793852.0
1/27/21 9:50,48.8702,397570,375.82,-0.027023045144592195,,-64.54192369202649,44.330127943932844,8396282.0
1/27/21 9:51,43.82,962882,376.27,-0.10333904915469949,,-49.898809523809554,33.00919324008618,7433400.0
1/27/21 9:52,46.6301,625233,375.96,0.06412825193975347,,-100.0,41.34422527727967,8058633.0
1/27/21 9:53,46.66,455776,375.84,0.0006412167248193157,,-72.12202380952381,41.421774543010514,8514409.0
1/27/21 9:54,46.2652,448240,376.56,-0.008461208744106274,,-71.82539682539687,40.71107595761879,8066169.0
1/27/21 9:55,47.23,472466,376.835,0.020853687004487087,,-65.99165507649512,33.822459374242044,8538635.0
1/27/21 9:56,46.88,351060,377.45,-0.007410544145669995,,-46.78111587982837,38.57538035961272,8187575.0
1/27/21 9:57,48.99,476139,377.8,0.045008532423208125,,-52.24346468981658,51.097046413502106,8663714.0
1/27/21 9:58,48.7566,395517,377.67,-0.004764237599510168,,-19.313304721030004,47.43348134886514,8268197.0
1/27/21 9:59,47.0812,506859,377.5,-0.0343625273296333,,-22.95591104174796,42.799872664389724,7761338.0
1/27/21 10:00,46.77,251810,377.69,-0.006609857012990328,,-49.10339445961759,42.93632407387359,7509528.0
1/27/21 10:01,47.45,246283,377.98,0.014539234552063185,,-53.96020288724146,47.88737093195885,7755811.0
1/27/21 10:02,48.075,347116,378.19,0.013171759747102163,,-43.34763948497849,48.867951291899445,8102927.0
1/27/21 10:03,48.0,295341,378.29,-0.0015600624024961762,,-17.69825918762087,43.317673740482746,7807586.0
1/27/21 10:04,48.36,165316,378.45,0.007500000000000062,,-19.1489361702128,48.372027722115156,7972902.0
1/27/21 10:05,49.4,291829,378.51,0.021505376344086002,,-33.17596018884777,73.92877971800064,8264731.0
1/27/21 10:06,46.57,507125,378.62,-0.057287449392712464,,0.0,49.742711588681026,7757606.0
1/27/21 10:07,45.89,457949,378.772,-0.014601674898003014,,-80.62678062678063,46.877433168959264,7299657.0
1/27/21 10:08,45.98,230568,378.82,0.0019612115929394935,,-100.0,48.81411749051958,7530225.0
1/27/21 10:09,45.18,280805,378.73,-0.01739886907351018,,-81.04265402843608,41.3575042158516,7249420.0
1/27/21 10:10,45.4167,374718,378.66,0.005239043824701195,,-100.0,43.77144219227525,7624138.0
1/27/21 10:11,45.63,177566,378.74,0.004696510314488034,,-94.39099526066353,32.94416243654821,7801704.0
1/27/21 10:12,43.6314,316544,378.71,-0.04380013149243922,,-65.35381201678044,27.937530132929254,7485160.0
1/27/21 10:13,42.6365,481505,378.63,-0.022802385438010275,,-85.29016041990091,29.67616852771451,7003655.0
1/27/21 10:14,43.76,177824,378.45,0.02635066199148617,,-100.0,37.188218268494055,7181479.0
