date_time,close,vol,spy,return,Beta,WR,RSI,OBV
1/27/21 9:30,302.0,127409,379.22,,,,,127409.0
1/27/21 9:31,299.47,92229,379.01,-0.008377483443708478,,,,35180.0
1/27/21 9:32,310.0,122712,378.09,0.03516211974488259,,,,157892.0
1/27/21 9:33,300.0,63970,378.22,-0.032258064516129004,,,,93922.0
1/27/21 9:34,328.35,80465,378.25,0.09450000000000003,,,,174387.0
1/27/21 9:35,310.0,34477,377.52,-0.05588548804629212,,,,139910.0
1/27/21 9:36,310.0,38792,377.58,0.0,,,,178702.0
1/27/21 9:37,313.0,79181,377.76,0.00967741935483879,,,,257883.0
1/27/21 9:38,290.0,73981,377.505,-0.07348242811501593,,,,183902.0
1/27/21 9:39,295.19,39094,377.88,0.017896551724137844,,,,222996.0
1/27/21 9:40,316.62,91991,377.54,0.07259731020698545,,,,314987.0
1/27/21 9:41,315.02,46181,377.39,-0.005053376287031841,,,,268806.0
1/27/21 9:42,328.34,76369,377.26,0.042283029648911175,,,,345175.0
1/27/21 9:43,308.627,1704372,376.84,-0.06003837485533281,,-0.02607561929608277,,-1359197.0
1/27/21 9:44,314.88,355754,376.4,0.020260703049311823,,-51.428943937418516,53.94448323594625,-1003443.0
1/27/21 9:45,306.71299999999997,190921,376.57,-0.025936864837398432,,-35.12385919165585,52.1441300628171,-1194364.0
1/27/21 9:46,303.059,224690,377.13,-0.011913417429322948,,-56.419817470665045,47.858073037209856,-1419054.0
1/27/21 9:47,301.142,265224,376.71,-0.006325500975057796,,-65.94784876140804,50.370914098633264,-1684278.0
1/27/21 9:48,300.238,240825,376.78,-0.00300190607753148,,-70.93896713615023,38.88836187133392,-1925103.0
1/27/21 9:49,300.0,304866,376.19,-0.0007927044544661088,,-73.29681794470525,45.38685808130201,-2229969.0
1/27/21 9:50,288.675,413536,375.82,-0.03774999999999995,,-71.44838018404135,41.093132627745156,-2643505.0
1/27/21 9:51,269.69,167168,376.27,-0.06576599982679487,,-67.63000852514915,34.04153401721494,-2810673.0
1/27/21 9:52,269.69,167168,375.96,0.0,,-100.0,40.9890324412579,-2643505.0
1/27/21 9:53,269.69,167168,375.84,0.0,,-100.0,38.14019682622365,-2476337.0
1/27/21 9:54,269.69,167168,376.56,0.0,,-100.0,22.739207212231037,-2309169.0
1/27/21 9:55,269.69,167168,376.835,0.0,,-100.0,23.169894407879156,-2142001.0
1/27/21 9:56,271.678,119360,377.45,0.007371426452593699,,-100.0,11.26681614349775,-2022641.0
1/27/21 9:57,287.95,256634,377.8,0.059894433851839235,,-95.600796636424,35.167783309183235,-1766007.0
1/27/21 9:58,315.34,419394,377.67,0.09512068067372814,,-60.0,50.253192426243935,-1346613.0
1/27/21 9:59,310.31,350380,377.5,-0.01595103697596234,,0.0,52.05067101467454,-1696993.0
1/27/21 10:00,299.0,190993,377.69,-0.03644742354419772,,-11.018619934282532,47.871726842773086,-1887986.0
1/27/21 10:01,300.89,116288,377.98,0.006321070234113657,,-35.79408543263961,49.867830319305156,-1771698.0
1/27/21 10:02,295.02,114993,378.19,-0.019508790587922542,,-31.653888280394295,47.39875171987477,-1886691.0
1/27/21 10:03,293.775,94584,378.29,-0.004220052877771052,,-44.51259583789705,46.92759488672819,-1981275.0
1/27/21 10:04,295.58,103162,378.45,0.006144157944004691,,-47.23986856516979,53.761507871656576,-1878113.0
