date_time,close,vol,spy,return,Beta,WR,RSI,OBV,sentiment_vader,sentiment_rnn,us2y10y,vix,usdjpy
2021-01-28 09:30:00,5.19,1799686,376.5,-0.2171827629376009,-11.032930829431526,-14.215072981829016,14.839940640237458,161951446.0,-1.0,-1.0,91.536,30.21,104.36
2021-01-28 09:31:00,5.25,747568,376.78,0.01156069364161838,-10.872930498287573,-100.0,16.260162601626007,162699014.0,1.0,1.0,91.536,30.17,104.33
2021-01-28 09:32:00,5.205,1004673,376.76,-0.008571428571428563,-10.87308593475401,-96.31494902346151,16.02432410222697,161694341.0,0.0,0.0,91.536,30.24,104.31
2021-01-28 09:33:00,5.24,1140496,377.04,0.00672430355427478,-10.7402469876837,-99.02597402597405,17.502676879993402,162834837.0,0.0,0.0,91.706,29.96,104.3
2021-01-28 09:34:00,5.42,29120247,376.83,0.03435114503816794,-10.907816177301907,-96.64429530201343,24.007936507936506,191955084.0,0.0,0.0,91.875,29.75,104.31
2021-01-28 09:35:00,5.495,4526162,377.15,0.013837638376383854,-10.689626169182958,-84.56375838926176,28.511530398322858,196481246.0,0.0,0.0,91.875,29.72,104.31
2021-01-28 09:36:00,5.5099,4717427,377.095,0.0027115559599635297,-10.69272191473823,-79.5302013422819,30.74914819239788,201198673.0,0.0,0.0,92.189,29.47,104.31
2021-01-28 09:37:00,5.455,4245526,377.17,-0.00996388319207242,-10.708499691094627,-78.53020134228187,27.241286381602574,196953147.0,0.0,0.0,92.52799999999999,29.61,104.31
2021-01-28 09:38:00,5.29,3793509,376.78,-0.03024747937671857,-10.299748518513713,-82.21476510067114,23.38827367155977,193159638.0,0.0,0.0,92.215,29.74,104.32
2021-01-28 09:39:00,5.2962,3238965,376.34,0.0011720226843099366,-10.205561321532619,-93.28859060402687,23.898525585429297,196398603.0,0.0,0.0,92.045,29.97,104.32
2021-01-28 09:40:00,5.38,2755221,376.43,0.01582266530720133,-10.163843497958037,-92.87248322147656,21.997510889856873,199153824.0,0.0,0.0,92.045,30.22,104.33
2021-01-28 09:41:00,5.3099,2473700,376.52,-0.013029739776951654,-10.211172715565464,-86.80555555555559,19.9526295012939,196680124.0,0.0,0.0,91.875,30.23,104.33
2021-01-28 09:42:00,5.35,2221101,377.53,0.007551931298141135,-9.29628474989965,-91.67303284950349,21.806167400881037,198901225.0,0.0,0.0,92.215,29.89,104.34
2021-01-28 09:43:00,5.35,3059075,378.52,0.0,-8.696940006352467,-49.984370115661314,21.807128067315716,201960300.0,0.0,0.0,92.554,29.72,104.35
2021-01-28 09:44:00,5.3099,2408639,378.73,-0.00749532710280365,-8.708753222911481,-52.44342407346684,56.89001264222501,199551661.0,0.0,0.0,92.554,29.72,104.35
2021-01-28 09:45:00,5.305,2193939,378.44,-0.0009228045725908627,-8.66223501037533,-65.59527714004598,53.374233128834355,197357722.0,0.0,0.0,92.385,28.87,104.35
2021-01-28 09:46:00,5.25,2657966,378.19,-0.010367577756833168,-8.574448053477441,-75.91700629862929,52.72727272727273,194699756.0,0.0,0.0,92.215,28.89,104.35
2021-01-28 09:47:00,5.22,2542189,378.06,-0.005714285714285783,-8.577277631241715,-89.6516040013797,48.78048780487803,192157567.0,0.0,0.0,92.385,29.08,104.34
2021-01-28 09:48:00,5.185,3345141,377.92,-0.006704980842911934,-8.55648060023025,-89.2274546014158,32.59259259259257,188812426.0,0.0,0.0,92.385,29.18,104.35
2021-01-28 09:49:00,5.19,1776700,377.61,0.0009643201542912648,-8.52499179342859,-100.0,24.793388429752103,190589126.0,0.0,0.0,92.385,29.57,104.36
2021-01-28 09:50:00,5.2748,2963047,377.82,0.01633911368015406,-8.416692642732675,-98.14814814814787,32.58260483034523,193552173.0,0.0,0.0,92.385,29.51,104.35
2021-01-28 09:51:00,5.23,1456766,377.76,-0.008493213012815581,-8.412489575836831,-53.94871794871785,33.07761732851988,192095407.0,0.0,0.0,92.52799999999999,29.58,104.36
2021-01-28 09:52:00,5.27,1739035,377.99,0.007648183556405286,-8.338495128383302,-76.92307692307655,48.14746202297143,193834442.0,0.0,0.0,92.698,29.73,104.35
2021-01-28 09:53:00,5.28,2101503,378.22,0.0018975332068311699,-8.29748802355487,-56.410256410256494,48.50993377483448,195935945.0,0.0,0.0,92.72399999999999,29.58,104.33
