date_time,close,vol,spy,return,Beta,WR,RSI,OBV,sentiment_vader,sentiment_rnn,us2y10y,vix,usdjpy
2021-01-28 09:30:00,290.0,719438,376.5,-0.1594202898550725,-5.021899767253023,-3.8461538461538267,24.616808435413734,1063543.0,-1.0,-1.0,91.536,30.21,104.36
2021-01-28 09:31:00,300.16,48204,376.78,0.03503448275862086,-4.692537199169382,-100.0,29.97604466510828,1111747.0,1.0,1.0,91.536,30.17,104.33
2021-01-28 09:32:00,300.16,48204,376.76,0.0,-4.693023964245296,-82.2377622377622,30.142002408795967,1159951.0,0.0,0.0,91.536,30.24,104.31
2021-01-28 09:33:00,300.16,48204,377.04,0.0,-4.658829576617649,-82.2377622377622,30.63293388348173,1208155.0,0.0,0.0,91.706,29.96,104.3
2021-01-28 09:34:00,300.16,48204,376.83,0.0,-4.686281494189314,-82.2377622377622,31.696729516066426,1256359.0,0.0,0.0,91.875,29.75,104.31
2021-01-28 09:35:00,300.16,48204,377.15,0.0,-4.633012658782009,-82.2377622377622,32.598716346103345,1304563.0,0.0,0.0,91.875,29.72,104.31
2021-01-28 09:36:00,307.75,87382,377.095,0.02528651385927505,-4.668106003569063,-82.2377622377622,39.93031863201206,1391945.0,0.0,0.0,92.189,29.47,104.31
2021-01-28 09:37:00,319.525,130921,377.17,0.038261575954508416,-4.582532416731133,-68.96853146853145,41.71632059384089,1522866.0,0.0,0.0,92.52799999999999,29.61,104.31
2021-01-28 09:38:00,343.0,131748,376.78,0.07346842970033651,-5.346379848003614,-48.382867132867155,51.93173169198187,1654614.0,0.0,0.0,92.215,29.74,104.32
2021-01-28 09:39:00,351.82,81946,376.34,0.0257142857142858,-5.590728341183052,-14.267227434487213,55.49414774048523,1736560.0,0.0,0.0,92.045,29.97,104.32
2021-01-28 09:40:00,351.82,81946,376.43,0.0,-5.6091317636703035,0.0,53.98320162854441,1818506.0,0.0,0.0,92.045,30.22,104.33
2021-01-28 09:41:00,351.82,81946,376.52,0.0,-5.652345962865153,0.0,54.07724977319621,1900452.0,0.0,0.0,91.875,30.23,104.33
