date_time,Real,Predicted,close,Signal,Entry/Exit,Signal_Strength,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Minute Returns,Portfolio Cumulative Returns,Stock Minute Returns,Stock Cumulative Returns,num_date
2021-03-12 14:42:00,0.0,0.000476250403421908,4.165,1.0,2.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,,,,,737861.6125
2021-03-12 14:43:00,0.0012004801920768595,8.872146193981403e-05,4.165,1.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0,737861.6131944444
2021-03-12 14:44:00,0.0023980815347721673,-0.0005458332653604749,4.17,-1.0,-2.0,-0.0,-0.0,-0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0012004801920768582,0.0012004801920768582,737861.6138888889
2021-03-12 14:45:00,0.0,-3.950062116650559e-05,4.18,-1.0,0.0,-0.0,-0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0023980815347721673,0.0036014405762305746,737861.6145833334
2021-03-12 14:46:00,0.0,-0.0004895209179950613,4.18,-1.0,0.0,-0.0,-0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0036014405762305746,737861.6152777778
2021-03-12 14:47:00,-0.001937799043062129,-0.00010040336891981778,4.18,-1.0,0.0,-0.0,-0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,0.0036014405762305746,737861.6159722222
2021-03-12 14:48:00,0.0007430667082144425,0.0028618339587977533,4.1719,1.0,2.0,2.0,240096.0,240096.0,1001656.5024,-1656.5023999999976,1000000.0,0.0,0.0,-0.0019377990430621272,0.0016566626650662553,737861.6166666667
2021-03-12 14:49:00,0.0008622754491018923,0.0010897954784582007,4.175,1.0,0.0,1.0,120048.0,-120048.0,501200.39999999997,499543.89759999997,1000744.2975999999,0.0007442975999998325,0.0007442975999998325,0.000743066708214446,0.0024009603841539384,737861.6173611111
2021-03-12 14:50:00,-0.0008615325707176403,0.0011467479913931458,4.1786,1.0,0.0,1.0,120048.0,0.0,501632.5728,499543.89759999997,1001176.4704,0.0004318513740588781,0.001176470399999907,0.0008622754491018902,0.003265306122449241,737861.6180555555
2021-03-12 14:51:00,0.0,0.0010208612211029208,4.175,1.0,0.0,1.0,120048.0,0.0,501200.39999999997,499543.89759999997,1000744.2975999999,-0.0004316649589530819,0.0007442975999998325,-0.000861532570717638,0.0024009603841537164,737861.61875
2021-03-12 14:52:00,-0.0007185628742515387,0.0017348086888314429,4.175,1.0,0.0,1.0,120048.0,0.0,501200.39999999997,499543.89759999997,1000744.2975999999,0.0,0.0007442975999998325,0.0,0.0024009603841537164,737861.6194444444
2021-03-12 14:53:00,0.0007190795781399943,0.000488191499915121,4.172,1.0,0.0,0.0,0.0,-120048.0,0.0,1000384.1536,1000384.1536,-0.00035987614504895404,0.0003841535999997703,-0.0007185628742515382,0.001680672268907557,737861.620138889
2021-03-12 14:54:00,-0.0007904191616765479,-0.0007189398268992223,4.175,-1.0,-2.0,-0.0,-0.0,-0.0,0.0,1000384.1536,1000384.1536,0.0,0.0003841535999997703,0.0007190795781399917,0.0024009603841537164,737861.6208333333
2021-03-12 14:55:00,0.001989596567346429,0.0001836430567760731,4.1717,1.0,2.0,0.0,0.0,0.0,0.0,1000384.1536,1000384.1536,0.0,0.0003841535999997703,-0.0007904191616765477,0.0016086434573832076,737861.6215277778
2021-03-12 14:56:00,0.0,-0.0016914450609085553,4.18,-1.0,-2.0,-1.0,-120048.0,-120048.0,-501800.63999999996,1502184.7936,1000384.1536000001,2.220446049250313e-16,0.0003841535999999923,0.00198959656734643,0.0036014405762305746,737861.6222222223
2021-03-12 14:57:00,-0.0011961722488037475,0.0004055955986939034,4.18,1.0,2.0,0.0,0.0,120048.0,0.0,1000384.1536,1000384.1536,-1.1102230246251565e-16,0.0003841535999997703,0.0,0.0036014405762305746,737861.6229166667
2021-03-12 14:58:00,0.0,0.0007975729162917523,4.175,1.0,0.0,1.0,120048.0,120048.0,501200.39999999997,499183.7536,1000384.1536,0.0,0.0003841535999997703,-0.0011961722488037507,0.0024009603841537164,737861.6236111111
2021-03-12 14:59:00,0.0008143712574850698,0.004542016546846188,4.175,1.0,0.0,3.0,360144.0,240096.0,1503601.2,-503217.0463999999,1000384.1536000001,2.220446049250313e-16,0.0003841535999999923,0.0,0.0024009603841537164,737861.6243055556
2021-03-12 15:00:00,-0.0017231476163125398,-0.000633116788442095,4.1784,-1.0,-2.0,-0.0,-0.0,-360144.0,0.0,1001608.6432,1001608.6432,0.0012240193885453277,0.0016086431999999817,0.0008143712574850692,0.003217286914765971,737861.625
2021-03-12 15:01:00,0.0009110088224011393,-0.0006725474578812973,4.1712,-1.0,0.0,-0.0,-0.0,0.0,0.0,1001608.6432,1001608.6432,0.0,0.0016086431999999817,-0.001723147616312537,0.0014885954381753663,737861.6256944444
2021-03-12 15:02:00,-0.0035928143712573592,-0.0007526165681732775,4.175,-1.0,0.0,-0.0,-0.0,0.0,0.0,1001608.6432,1001608.6432,0.0,0.0016086431999999817,0.0009110088224011381,0.0024009603841537164,737861.6263888889
2021-03-12 15:03:00,0.0,0.001271387401753619,4.16,1.0,2.0,1.0,120048.0,120048.0,499399.68,502208.96320000006,1001608.6432,0.0,0.0016086431999999817,-0.003592814371257358,-0.0012004801920766361,737861.6270833333
2021-03-12 15:04:00,0.0,0.0009628863496961332,4.16,1.0,0.0,1.0,120048.0,0.0,499399.68,502208.96320000006,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.6277777777
2021-03-12 15:05:00,0.0,0.0038826105427279523,4.16,1.0,0.0,2.0,240096.0,120048.0,998799.36,2809.2832000000635,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.6284722222
2021-03-12 15:06:00,0.0,0.002489661315584149,4.16,1.0,0.0,2.0,240096.0,0.0,998799.36,2809.2832000000635,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.6291666667
2021-03-12 15:07:00,0.0,0.0024640542022397703,4.16,1.0,0.0,2.0,240096.0,0.0,998799.36,2809.2832000000635,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.629861111
2021-03-12 15:08:00,0.0,0.0002031273040676566,4.16,1.0,0.0,0.0,0.0,-240096.0,0.0,1001608.6432,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.6305555556
2021-03-12 15:09:00,0.0,0.002790559285450603,4.16,1.0,0.0,2.0,240096.0,240096.0,998799.36,2809.2832000000635,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.63125
2021-03-12 15:10:00,0.0,-2.2097679122648944e-06,4.16,-1.0,-2.0,0.0,0.0,-240096.0,0.0,1001608.6432,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.6319444445
2021-03-12 15:11:00,0.001201923076923132,0.0016578333483985026,4.16,1.0,2.0,1.0,120048.0,120048.0,499399.68,502208.96320000006,1001608.6432,0.0,0.0016086431999999817,0.0,-0.0012004801920766361,737861.6326388889
2021-03-12 15:12:00,0.0,0.0020378631829974818,4.165,1.0,0.0,1.0,120048.0,0.0,499999.92,502208.96320000006,1002208.8832,0.0005992759787718516,0.0022088832000000114,0.0012019230769231282,2.220446049250313e-16,737861.6333333333
2021-03-12 15:13:00,-0.0012004801920768595,0.002465119909514661,4.165,1.0,0.0,2.0,240096.0,120048.0,999999.84,2209.043200000073,1002208.8832,0.0,0.0022088832000000114,0.0,2.220446049250313e-16,737861.6340277778
2021-03-12 15:14:00,0.001201923076923132,0.0002780272695090705,4.16,1.0,0.0,0.0,0.0,-240096.0,0.0,1001008.4032000001,1001008.4032000001,-0.0011978341243263912,0.001008403199999952,-0.0012004801920768582,-0.0012004801920766361,737861.6347222222
2021-03-12 15:15:00,0.0012004801920768595,0.0012890701782022381,4.165,1.0,0.0,1.0,120048.0,120048.0,499999.92,501008.4832000001,1001008.4032000001,0.0,0.001008403199999952,0.0012019230769231282,2.220446049250313e-16,737861.6354166666
