date_time,Real,Predicted,close,Signal,Entry/Exit,Signal_Strength,Position,Entry/Exit Position,Portfolio Holdings,Portfolio Cash,Portfolio Total,Portfolio Minute Returns,Portfolio Cumulative Returns,Stock Minute Returns,Stock Cumulative Returns,num_date
2021-03-12 14:42:00,0.0011131725417439274,0.0005371860607114591,274.89,1.0,2.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,,,,,737861.6125
2021-03-12 14:43:00,0.003019665983517319,-0.0058462090623434175,275.196,-1.0,-2.0,-1.0,-1819.0,-1819.0,-500581.52400000003,1500581.524,1000000.0,0.0,0.0,0.0011131725417441451,0.0011131725417441451,737861.6131944444
2021-03-12 14:44:00,0.0039959858999301275,-0.0066150794753029795,276.027,-1.0,0.0,-1.0,-1819.0,0.0,-502093.11299999995,1500581.524,998488.4110000001,-0.0015115889999999244,-0.0015115889999999244,0.003019665983517106,0.004136199934519302,737861.6138888889
2021-03-12 14:45:00,0.003702233608775757,-0.002307399822370021,277.13,-1.0,0.0,-0.0,-0.0,1819.0,0.0,996482.054,996482.054,-0.0020093943784391666,-0.003517945999999994,0.00399598589993011,0.008148714031066984,737861.6145833334
2021-03-12 14:46:00,0.00303426853995602,-0.005161650411099471,278.156,-1.0,0.0,-1.0,-1819.0,-1819.0,-505965.764,1502447.818,996482.054,0.0,-0.003517945999999994,0.0037022336087757513,0.01188111608279696,737861.6152777778
2021-03-12 14:47:00,0.006129032258064505,-0.005910189447598821,279.0,-1.0,0.0,-1.0,-1819.0,0.0,-507501.0,1502447.818,994946.818,-0.001540655944417102,-0.005053182000000045,0.003034268539956031,0.014951435119502587,737861.6159722222
2021-03-12 14:48:00,-0.00500516547326413,-0.007637676979867292,280.71,-1.0,0.0,-1.0,-1819.0,0.0,-510611.49,1502447.818,991836.328,-0.0031262877007361967,-0.00816367200000001,0.006129032258064493,0.021172105205718772,737861.6166666667
2021-03-12 14:49:00,-0.0014500277474446405,-0.0006524251005084648,279.305,-1.0,0.0,-0.0,-0.0,1819.0,0.0,994392.023,994392.023,0.002576730583314646,-0.005607976999999931,-0.005005165473264128,0.01606096984248273,737861.6173611111
2021-03-12 14:50:00,-0.0014700609537468,0.010556669649079212,278.9,1.0,2.0,1.0,1819.0,1819.0,507319.1,487072.9230000001,994392.023,0.0,-0.005607976999999931,-0.0014500277474446266,0.014587653243115728,737861.6180555555
2021-03-12 14:51:00,0.0019749362634207037,-0.0006260581904178143,278.49,-1.0,-2.0,-0.0,-0.0,-1819.0,0.0,993646.2330000001,993646.2330000001,-0.0007499959600941741,-0.006353766999999788,-0.001470060953746799,0.013096147549929382,737861.61875
2021-03-12 14:52:00,-0.001469323394495451,-0.0025344151894988324,279.04,-1.0,0.0,-0.0,-0.0,0.0,0.0,993646.2330000001,993646.2330000001,0.0,-0.006353766999999788,0.0019749362634207124,0.015096947870057553,737861.6194444444
2021-03-12 14:53:00,-0.0028711911854430857,-0.00011443255014746784,278.63,-1.0,0.0,-0.0,-0.0,0.0,0.0,993646.2330000001,993646.2330000001,0.0,-0.006353766999999788,-0.0014693233944954587,0.013605442176871207,737861.620138889
